Datetime,Open,High,Low,Close,Volume
2021-07-07 19:00:00,2365.3,2370.63,2355.97,2366.37,0.5335
2021-07-07 20:00:00,2366.37,2366.65,2356.99,2363.2,2.3054
2021-07-07 21:00:00,2363.2,2364.69,2363.06,2363.06,0.4149
2021-07-07 22:00:00,2363.06,2363.07,2363.06,2363.06,0.0663
2021-07-07 23:00:00,2363.06,2363.07,2308.39,2315.49,1.8104
2021-07-08 00:00:00,2315.49,2322.58,2275.94,2280.0,0.5453
2021-07-08 01:00:00,2280.0,2294.33,2272.45,2275.86,1.1177
2021-07-08 02:00:00,2275.86,2288.84,2271.97,2281.84,2.1187
2021-07-08 03:00:00,2281.84,2281.84,2240.56,2254.34,5.4054
2021-07-08 04:00:00,2254.34,2254.34,2228.71,2243.5,2.0596
2021-07-08 05:00:00,2243.5,2251.12,2216.25,2216.25,0.1604
2021-07-08 06:00:00,2216.25,2241.6,2212.69,2215.66,0.548
2021-07-08 07:00:00,2215.66,2225.28,2166.91,2183.95,25.5536
2021-07-08 08:00:00,2183.95,2186.81,2163.29,2186.8,8.6369
2021-07-08 09:00:00,2186.8,2192.62,2168.3,2172.04,1.775
2021-07-08 10:00:00,2172.04,2183.2,2162.69,2162.69,0.3049
2021-07-08 11:00:00,2162.69,2168.04,2140.28,2168.04,38.6494
2021-07-08 12:00:00,2168.04,2178.19,2149.87,2160.0,2.8447
2021-07-08 13:00:00,2160.0,2161.6,2131.17,2136.1,0.687
2021-07-08 14:00:00,2136.1,2156.26,2135.51,2156.26,0.2837
2021-07-08 15:00:00,2156.26,2177.24,2151.13,2175.64,7.7173
2021-07-08 16:00:00,2175.64,2178.81,2148.61,2164.38,40.8767
2021-07-08 17:00:00,2164.38,2170.13,2154.02,2162.78,11.516
2021-07-08 18:00:00,2162.78,2164.5,2141.31,2154.63,21.0728
2021-07-08 19:00:00,2154.63,2167.0,2136.41,2155.2,0.6378
2021-07-08 20:00:00,2155.2,2160.73,2136.96,2137.96,1.3494
2021-07-08 21:00:00,2137.96,2144.0,2103.79,2103.94,2.0909
2021-07-08 22:00:00,2103.94,2115.21,2087.82,2104.72,3.1895
2021-07-08 23:00:00,2104.72,2124.69,2104.72,2117.13,0.0339
2021-07-09 00:00:00,2117.13,2118.18,2067.66,2070.5,0.851
2021-07-09 01:00:00,2070.5,2077.92,2049.65,2074.5,9.5961
2021-07-09 02:00:00,2074.5,2117.25,2070.62,2113.44,1.4835
2021-07-09 03:00:00,2113.44,2133.19,2108.62,2120.66,1.6871
2021-07-09 04:00:00,2120.66,2150.98,2117.43,2142.14,1.6349
2021-07-09 05:00:00,2142.14,2159.11,2136.17,2139.96,4.3706
2021-07-09 06:00:00,2139.96,2139.96,2114.73,2123.14,2.5087
2021-07-09 07:00:00,2123.14,2124.39,2109.13,2120.18,1.325
2021-07-09 08:00:00,2120.18,2126.27,2086.78,2094.82,7.2136
2021-07-09 09:00:00,2094.82,2121.91,2091.35,2101.97,2.5941
2021-07-09 10:00:00,2101.97,2106.76,2091.01,2096.98,4.3269
2021-07-09 11:00:00,2096.98,2096.98,2072.73,2082.0,2.6486
2021-07-09 12:00:00,2082.0,2108.12,2066.34,2108.0,3.89
2021-07-09 13:00:00,2108.0,2146.93,2107.13,2142.41,2.2299
2021-07-09 14:00:00,2142.41,2187.14,2135.02,2182.8,10.7869
2021-07-09 15:00:00,2182.8,2183.48,2165.56,2173.9,1.0199
2021-07-09 16:00:00,2173.9,2181.71,2157.19,2163.41,1.1921
2021-07-09 17:00:00,2163.41,2163.41,2139.85,2146.31,0.9123
2021-07-09 18:00:00,2146.31,2147.53,2129.75,2131.12,0.5678
2021-07-09 19:00:00,2131.12,2142.47,2121.68,2133.07,0.2434
2021-07-09 20:00:00,2133.07,2136.75,2123.59,2133.59,0.0464
2021-07-09 21:00:00,2133.59,2162.94,2127.38,2146.44,16.142
2021-07-09 22:00:00,2146.44,2167.36,2146.44,2163.76,0.4118
2021-07-09 23:00:00,2163.76,2165.47,2146.11,2146.11,0.8685
2021-07-10 00:00:00,2146.11,2191.66,2143.19,2178.97,1.633
2021-07-10 01:00:00,2178.97,2178.97,2148.73,2148.73,0.5107
2021-07-10 02:00:00,2148.73,2150.67,2130.8,2134.96,0.8944
2021-07-10 03:00:00,2134.96,2143.36,2124.87,2134.03,0.544
2021-07-10 04:00:00,2134.03,2141.72,2107.2,2109.27,0.364
2021-07-10 05:00:00,2109.27,2122.96,2097.85,2117.7,0.5856
2021-07-10 06:00:00,2117.7,2135.3,2109.17,2133.28,0.0491
2021-07-10 07:00:00,2133.28,2133.28,2107.3,2123.5,0.1408
2021-07-10 08:00:00,2123.5,2137.39,2115.25,2123.41,2.368
2021-07-10 09:00:00,2123.41,2131.31,2116.0,2118.66,0.0481
2021-07-10 10:00:00,2118.66,2124.1,2087.86,2090.62,1.4237
2021-07-10 11:00:00,2090.62,2123.23,2087.93,2108.79,0.8504
2021-07-10 12:00:00,2108.79,2119.0,2104.37,2117.3,0.0597
2021-07-10 13:00:00,2117.3,2121.0,2093.34,2098.54,0.1923
2021-07-10 14:00:00,2098.54,2113.53,2095.91,2111.03,0.136
2021-07-10 15:00:00,2111.03,2124.7,2106.92,2118.97,0.3471
2021-07-10 16:00:00,2118.97,2157.73,2116.18,2134.46,0.1605
2021-07-10 17:00:00,2134.46,2134.46,2077.32,2085.71,3.888
2021-07-10 18:00:00,2085.71,2094.86,2080.22,2094.86,0.1102
2021-07-10 19:00:00,2094.86,2109.91,2090.55,2092.54,0.0436
2021-07-10 20:00:00,2092.54,2096.86,2079.75,2094.98,0.1021
2021-07-10 21:00:00,2094.98,2107.13,2090.7,2103.78,0.8313
2021-07-10 22:00:00,2103.78,2117.62,2103.78,2115.22,1.1991
2021-07-10 23:00:00,2115.22,2127.36,2109.15,2110.95,0.3831
2021-07-11 00:00:00,2110.95,2138.26,2108.43,2118.47,0.0366
2021-07-11 01:00:00,2118.47,2124.69,2108.81,2116.06,0.0404
2021-07-11 02:00:00,2116.06,2119.42,2095.74,2095.74,0.5248
2021-07-11 03:00:00,2095.74,2101.98,2085.34,2091.18,1.1483
2021-07-11 04:00:00,2091.18,2096.8,2081.68,2091.88,0.1499
2021-07-11 05:00:00,2091.88,2102.13,2090.0,2100.02,0.3522
2021-07-11 06:00:00,2100.02,2106.29,2089.06,2092.8,0.122
2021-07-11 07:00:00,2092.8,2103.92,2087.64,2098.71,0.1458
2021-07-11 08:00:00,2098.71,2120.0,2091.2,2112.13,0.1854
2021-07-11 09:00:00,2112.13,2127.65,2107.56,2119.01,0.3771
2021-07-11 10:00:00,2119.01,2132.92,2112.72,2120.48,3.1264
2021-07-11 11:00:00,2120.48,2129.97,2116.34,2129.97,24.72
2021-07-11 12:00:00,2129.97,2135.0,2120.26,2122.5,1.5769
2021-07-11 13:00:00,2122.5,2134.03,2115.28,2132.77,1.1914
2021-07-11 14:00:00,2132.77,2146.54,2127.12,2145.34,0.5146
2021-07-11 15:00:00,2145.34,2147.78,2135.45,2145.31,0.0894
2021-07-11 16:00:00,2145.31,2153.24,2129.15,2149.37,1.3722
2021-07-11 17:00:00,2149.37,2150.88,2140.0,2142.43,0.6772
2021-07-11 18:00:00,2142.43,2145.09,2135.01,2142.2,0.0346
2021-07-11 19:00:00,2142.2,2144.0,2131.86,2135.0,2.4794
2021-07-11 20:00:00,2135.0,2140.98,2128.47,2128.47,0.0396
2021-07-11 21:00:00,2128.47,2171.33,2126.55,2166.52,31.9499
2021-07-11 22:00:00,2166.52,2172.54,2148.43,2148.82,1.7571
2021-07-11 23:00:00,2148.82,2150.45,2135.0,2139.54,0.0468
2021-07-12 00:00:00,2139.54,2143.41,2126.66,2136.2,0.1277
2021-07-12 01:00:00,2136.2,2139.15,2128.73,2136.72,0.4129
2021-07-12 02:00:00,2136.72,2157.86,2133.64,2154.05,0.1879
2021-07-12 03:00:00,2154.05,2168.35,2153.15,2162.48,0.1879
2021-07-12 04:00:00,2162.48,2166.43,2147.08,2148.15,5.0391
2021-07-12 05:00:00,2148.15,2150.86,2140.19,2150.42,0.0478
2021-07-12 06:00:00,2150.42,2160.0,2142.52,2156.99,0.5827
2021-07-12 07:00:00,2156.99,2160.68,2144.86,2146.88,0.0593
2021-07-12 08:00:00,2146.88,2156.1,2141.35,2144.29,0.0918
2021-07-12 09:00:00,2144.29,2148.99,2131.95,2131.95,4.6255
2021-07-12 10:00:00,2131.95,2131.95,2101.28,2110.49,13.082
2021-07-12 11:00:00,2110.49,2114.4,2102.01,2102.01,0.4862
2021-07-12 12:00:00,2102.01,2110.38,2095.1,2109.03,0.1616
2021-07-12 13:00:00,2109.03,2109.14,2096.03,2106.8,11.4375
2021-07-12 14:00:00,2106.8,2106.8,2095.32,2097.07,47.0519
2021-07-12 15:00:00,2097.07,2098.8,2084.63,2087.75,18.0342
2021-07-12 16:00:00,2087.75,2094.73,2037.4,2049.04,23.2767
2021-07-12 17:00:00,2049.04,2052.0,2027.57,2030.88,10.074
2021-07-12 18:00:00,2030.88,2037.78,2013.56,2024.51,3.5998
2021-07-12 19:00:00,2024.51,2046.45,2009.27,2019.05,0.799
2021-07-12 20:00:00,2019.05,2033.85,2010.06,2027.29,1.1399
2021-07-12 21:00:00,2027.29,2034.6,2025.72,2029.14,0.0509
2021-07-12 22:00:00,2029.14,2041.16,2029.14,2038.32,0.6262
2021-07-12 23:00:00,2038.32,2038.32,2028.39,2034.54,3.143
2021-07-13 00:00:00,2034.54,2043.4,2014.43,2031.81,7.7372
2021-07-13 01:00:00,2031.81,2033.8,2016.32,2030.14,0.0422
2021-07-13 02:00:00,2030.14,2034.99,2024.2,2028.27,0.0455
2021-07-13 03:00:00,2028.27,2038.32,2027.82,2030.0,1.8407
2021-07-13 04:00:00,2030.0,2034.24,2022.53,2023.63,0.1136
2021-07-13 05:00:00,2023.63,2023.66,1979.14,1981.56,1.7084
2021-07-13 06:00:00,1981.56,2011.66,1981.56,2002.54,7.5376
2021-07-13 07:00:00,2002.54,2033.61,2002.54,2027.41,14.247
2021-07-13 08:00:00,2027.41,2034.21,2019.33,2027.76,0.5747
2021-07-13 09:00:00,2027.76,2028.76,2013.31,2028.76,6.0621
2021-07-13 10:00:00,2028.76,2041.22,2017.95,2020.53,0.6048
2021-07-13 11:00:00,2020.53,2025.51,1994.27,1998.42,5.9578
2021-07-13 12:00:00,1998.42,1998.69,1964.41,1965.88,22.2577
2021-07-13 13:00:00,1965.88,1986.43,1963.66,1980.12,2.827
2021-07-13 14:00:00,1980.12,1982.87,1969.92,1975.98,0.0931
2021-07-13 15:00:00,1975.98,2004.95,1972.87,1998.3,3.4502
2021-07-13 16:00:00,1998.3,2003.58,1987.18,1990.61,0.647
2021-07-13 17:00:00,1990.61,1998.51,1987.12,1988.72,0.1435
2021-07-13 18:00:00,1988.72,1988.72,1961.62,1962.64,5.6804
2021-07-13 19:00:00,1962.64,1966.65,1918.89,1920.14,14.3486
2021-07-13 20:00:00,1920.14,1950.24,1920.14,1950.24,5.5234
2021-07-13 21:00:00,1950.24,1956.21,1935.1,1945.62,0.6096
2021-07-13 22:00:00,1945.62,1950.36,1926.51,1936.74,1.7247
2021-07-13 23:00:00,1936.74,1949.0,1928.26,1940.81,0.8348
2021-07-14 00:00:00,1940.81,1943.91,1896.53,1907.18,1.9667
2021-07-14 01:00:00,1907.18,1917.32,1885.0,1907.78,8.8984
2021-07-14 02:00:00,1907.78,1919.76,1905.9,1914.45,0.2704
2021-07-14 03:00:00,1914.45,1917.38,1867.85,1884.13,21.2916
2021-07-14 04:00:00,1884.13,1895.97,1879.68,1891.28,0.8969
2021-07-14 05:00:00,1891.28,1894.98,1869.15,1873.38,1.6327
2021-07-14 06:00:00,1873.38,1889.48,1867.51,1875.46,15.8678
2021-07-14 07:00:00,1875.46,1905.93,1875.46,1899.47,0.6849
2021-07-14 08:00:00,1899.47,1903.19,1876.18,1879.11,1.0461
2021-07-14 09:00:00,1879.11,1949.6,1871.83,1937.71,28.999
2021-07-14 10:00:00,1937.71,1952.99,1928.91,1943.42,0.5739
2021-07-14 11:00:00,1943.42,1951.61,1939.45,1948.17,0.5499
2021-07-14 12:00:00,1948.17,1955.15,1939.4,1943.4,2.6044
2021-07-14 13:00:00,1943.4,2007.78,1943.4,2006.41,15.8975
2021-07-14 14:00:00,2006.41,2015.66,1995.09,2012.17,2.0401
2021-07-14 15:00:00,2012.17,2018.0,1985.79,1999.18,7.0513
2021-07-14 16:00:00,1999.18,2007.67,1983.44,2000.0,0.5891
2021-07-14 17:00:00,2000.0,2007.03,1996.86,2003.01,0.5435
2021-07-14 18:00:00,2003.01,2014.53,1982.01,1986.16,0.0416
2021-07-14 19:00:00,1986.16,1990.67,1975.28,1979.89,4.1173
2021-07-14 20:00:00,1979.89,1993.99,1979.89,1988.57,3.1726
2021-07-14 21:00:00,1988.57,2000.94,1988.54,1994.57,0.5395
2021-07-14 22:00:00,1994.57,2011.11,1989.22,2005.41,2.3975
2021-07-14 23:00:00,2005.41,2005.41,1987.81,1994.93,0.8493
2021-07-15 00:00:00,1994.93,2007.05,1975.61,2005.18,0.5971
2021-07-15 01:00:00,2005.18,2042.94,2000.2,2000.2,2.7767
2021-07-15 02:00:00,2000.2,2012.51,1987.74,1990.21,2.6755
2021-07-15 03:00:00,1990.21,1991.34,1978.82,1979.19,0.1861
2021-07-15 04:00:00,1979.19,1984.43,1957.09,1971.77,14.3892
2021-07-15 05:00:00,1971.77,1971.77,1956.55,1963.7,0.3404
2021-07-15 06:00:00,1963.7,1970.56,1950.0,1954.86,8.4488
2021-07-15 07:00:00,1954.86,1960.11,1944.52,1953.97,20.9803
2021-07-15 08:00:00,1953.97,1968.05,1947.01,1957.5,1.1851
2021-07-15 09:00:00,1957.5,1977.22,1952.75,1967.45,3.9043
2021-07-15 10:00:00,1967.45,1976.09,1910.89,1915.27,27.9279
2021-07-15 11:00:00,1915.27,1922.73,1907.24,1913.17,33.3108
2021-07-15 12:00:00,1913.17,1937.18,1890.0,1900.54,20.1859
2021-07-15 13:00:00,1900.54,1923.86,1887.2,1922.06,42.9963
2021-07-15 14:00:00,1922.06,1931.93,1908.9,1917.87,5.7943
2021-07-15 15:00:00,1917.87,1930.29,1912.16,1913.97,4.3193
2021-07-15 16:00:00,1913.97,1916.98,1890.73,1903.77,9.3174
2021-07-15 17:00:00,1903.77,1907.97,1880.21,1898.84,31.2278
2021-07-15 18:00:00,1898.84,1922.22,1896.5,1916.67,23.153
2021-07-15 19:00:00,1916.67,1925.38,1907.84,1919.11,9.4461
2021-07-15 20:00:00,1919.11,1929.67,1917.58,1926.1,0.941
2021-07-15 21:00:00,1926.1,1934.84,1920.0,1920.0,0.5966
2021-07-15 22:00:00,1920.0,1932.34,1912.81,1922.24,1.2308
2021-07-15 23:00:00,1922.24,1928.72,1901.01,1917.92,0.3571
2021-07-16 00:00:00,1917.92,1923.13,1898.99,1907.85,2.7916
2021-07-16 01:00:00,1907.85,1928.54,1907.85,1925.75,14.9752
2021-07-16 02:00:00,1925.75,1956.94,1925.75,1945.19,3.4643
2021-07-16 03:00:00,1945.19,1956.12,1945.19,1951.21,2.7364
2021-07-16 04:00:00,1951.21,1962.24,1941.86,1946.08,6.6635
2021-07-16 05:00:00,1946.08,1949.38,1925.2,1928.95,4.8702
2021-07-16 06:00:00,1928.95,1928.95,1904.74,1907.97,10.9724
2021-07-16 07:00:00,1907.97,1916.81,1900.0,1907.07,1.3624
2021-07-16 08:00:00,1907.07,1911.37,1860.01,1872.28,31.1755
2021-07-16 09:00:00,1872.28,1878.21,1861.37,1870.31,0.8893
2021-07-16 10:00:00,1870.31,1874.99,1850.08,1868.05,49.9459
2021-07-16 11:00:00,1868.05,1870.12,1853.47,1853.98,0.9091
2021-07-16 12:00:00,1853.98,1894.37,1852.27,1890.24,34.579
2021-07-16 13:00:00,1890.24,1912.95,1890.24,1898.1,17.5882
2021-07-16 14:00:00,1898.1,1915.2,1894.24,1908.54,2.2746
2021-07-16 15:00:00,1908.54,1933.18,1904.86,1933.18,4.4214
2021-07-16 16:00:00,1933.18,1939.51,1915.65,1928.82,25.1876
2021-07-16 17:00:00,1928.82,1935.95,1917.7,1923.1,0.2315
2021-07-16 18:00:00,1923.1,1924.91,1914.93,1919.07,13.8764
2021-07-16 19:00:00,1919.07,1924.91,1905.79,1914.44,8.607
2021-07-16 20:00:00,1914.44,1917.72,1901.19,1901.19,3.8327
2021-07-16 21:00:00,1901.19,1903.82,1893.01,1895.02,2.477
2021-07-16 22:00:00,1895.02,1903.65,1876.93,1879.93,25.4824
2021-07-16 23:00:00,1879.93,1885.6,1870.23,1876.11,4.0526
2021-07-17 00:00:00,1876.11,1899.03,1865.44,1898.59,8.9694
2021-07-17 01:00:00,1898.59,1898.59,1869.4,1873.66,11.5672
2021-07-17 02:00:00,1873.66,1874.88,1858.78,1865.94,1.924
2021-07-17 03:00:00,1865.94,1875.99,1861.96,1866.84,3.9856
2021-07-17 04:00:00,1866.84,1885.52,1861.55,1879.23,30.4106
2021-07-17 05:00:00,1879.23,1890.36,1877.7,1885.69,0.8103
2021-07-17 06:00:00,1885.69,1894.54,1881.62,1894.54,1.4041
2021-07-17 07:00:00,1894.54,1894.54,1877.55,1878.22,10.0634
2021-07-17 08:00:00,1878.22,1906.99,1867.46,1896.74,15.9057
2021-07-17 09:00:00,1896.74,1897.51,1878.45,1880.33,9.1349
2021-07-17 10:00:00,1880.33,1880.65,1853.6,1853.6,14.709
2021-07-17 11:00:00,1853.6,1867.64,1846.69,1864.59,9.9139
2021-07-17 12:00:00,1864.59,1877.75,1860.14,1874.27,4.2335
2021-07-17 13:00:00,1874.27,1893.37,1861.73,1883.67,4.8744
2021-07-17 14:00:00,1883.67,1892.46,1880.9,1881.1,0.4269
2021-07-17 15:00:00,1881.1,1887.4,1872.79,1887.4,1.8193
2021-07-17 16:00:00,1887.4,1914.32,1881.14,1900.28,38.6073
2021-07-17 17:00:00,1900.28,1903.0,1880.39,1894.04,2.453
2021-07-17 18:00:00,1894.04,1910.84,1888.87,1902.2,7.6723
2021-07-17 19:00:00,1902.2,1917.95,1896.83,1910.0,0.3939
2021-07-17 20:00:00,1910.0,1913.69,1898.39,1898.39,9.8494
2021-07-17 21:00:00,1898.39,1914.38,1893.63,1908.36,16.4492
2021-07-17 22:00:00,1908.36,1908.36,1896.19,1900.42,5.9498
2021-07-17 23:00:00,1900.42,1901.85,1890.0,1899.18,5.5824
2021-07-18 00:00:00,1899.18,1985.0,1897.58,1972.91,26.3119
2021-07-18 01:00:00,1972.91,1984.49,1965.04,1976.24,8.3881
2021-07-18 02:00:00,1976.24,1991.79,1972.99,1982.33,18.2312
2021-07-18 03:00:00,1982.33,1987.25,1973.52,1980.52,12.2207
2021-07-18 04:00:00,1980.52,1988.7,1972.6,1975.97,6.3654
2021-07-18 05:00:00,1975.97,1982.53,1974.35,1976.78,4.2413
2021-07-18 06:00:00,1976.78,1980.8,1954.52,1955.46,5.9334
2021-07-18 07:00:00,1955.46,1966.39,1953.96,1958.72,1.0766
2021-07-18 08:00:00,1958.72,1973.26,1956.9,1968.68,13.2622
2021-07-18 09:00:00,1968.68,1971.82,1961.47,1963.39,1.8352
2021-07-18 10:00:00,1963.39,1966.02,1952.67,1961.19,9.8004
2021-07-18 11:00:00,1961.19,1969.54,1959.01,1963.35,22.4441
2021-07-18 12:00:00,1963.35,1972.0,1956.73,1959.19,2.2497
2021-07-18 13:00:00,1959.19,1962.34,1943.6,1949.33,34.4535
2021-07-18 14:00:00,1949.33,1956.56,1901.24,1905.11,10.6797
2021-07-18 15:00:00,1905.11,1912.07,1882.97,1891.49,31.1926
2021-07-18 16:00:00,1891.49,1901.62,1879.78,1895.77,13.475
2021-07-18 17:00:00,1895.77,1909.83,1891.02,1903.26,16.6059
2021-07-18 18:00:00,1903.26,1908.74,1899.36,1900.11,15.1047
2021-07-18 19:00:00,1900.11,1906.76,1898.25,1900.63,24.3929
2021-07-18 20:00:00,1900.63,1903.8,1894.61,1894.61,11.8302
2021-07-18 21:00:00,1894.61,1913.95,1891.17,1913.8,2.2589
2021-07-18 22:00:00,1913.8,1926.32,1883.82,1887.74,6.4552
2021-07-18 23:00:00,1887.74,1903.87,1881.14,1890.92,0.1298
2021-07-19 00:00:00,1890.92,1907.69,1882.36,1884.09,9.448
2021-07-19 01:00:00,1884.09,1886.84,1866.81,1881.88,14.2945
2021-07-19 02:00:00,1881.88,1888.18,1874.55,1880.4,13.9018
2021-07-19 03:00:00,1880.4,1894.02,1876.49,1886.37,1.1919
2021-07-19 04:00:00,1886.37,1898.9,1881.68,1898.9,5.0404
2021-07-19 05:00:00,1898.9,1913.97,1891.17,1907.99,4.8946
2021-07-19 06:00:00,1907.99,1913.78,1898.91,1905.44,1.9702
2021-07-19 07:00:00,1905.44,1917.28,1890.44,1891.62,13.3647
2021-07-19 08:00:00,1891.62,1899.64,1876.34,1876.34,3.9167
2021-07-19 09:00:00,1876.34,1883.5,1867.45,1870.85,44.4394
2021-07-19 10:00:00,1870.85,1875.91,1856.93,1858.63,33.7392
2021-07-19 11:00:00,1858.63,1872.97,1857.94,1862.35,10.5598
2021-07-19 12:00:00,1862.35,1866.87,1807.55,1814.16,56.7129
2021-07-19 13:00:00,1814.16,1827.81,1806.5,1808.81,52.0985
2021-07-19 14:00:00,1808.81,1825.22,1806.0,1821.41,22.8219
2021-07-19 15:00:00,1821.41,1832.0,1817.15,1820.25,30.1656
2021-07-19 16:00:00,1820.25,1825.18,1813.79,1819.0,7.7075
2021-07-19 17:00:00,1819.0,1832.05,1817.71,1822.41,19.7734
2021-07-19 18:00:00,1822.41,1831.62,1817.3,1819.36,11.8628
2021-07-19 19:00:00,1819.36,1826.67,1808.43,1823.92,0.1628
2021-07-19 20:00:00,1823.92,1826.23,1818.32,1819.62,8.9809
2021-07-19 21:00:00,1819.62,1827.18,1811.14,1811.78,6.2084
2021-07-19 22:00:00,1811.78,1828.54,1810.84,1820.45,56.5332
2021-07-19 23:00:00,1820.45,1828.62,1816.5,1818.3,12.9318
2021-07-20 00:00:00,1818.3,1840.17,1814.04,1815.84,10.0016
2021-07-20 01:00:00,1815.84,1818.0,1780.0,1783.37,92.434
2021-07-20 02:00:00,1783.37,1790.89,1750.0,1750.01,28.3889
2021-07-20 03:00:00,1750.01,1756.8,1720.5,1728.06,138.2774
2021-07-20 04:00:00,1728.06,1753.37,1724.27,1741.14,50.1097
2021-07-20 05:00:00,1741.14,1754.69,1738.95,1752.86,10.8699
2021-07-20 06:00:00,1752.86,1759.6,1747.88,1758.4,21.2206
2021-07-20 07:00:00,1758.4,1768.82,1758.4,1764.92,2.2843
2021-07-20 08:00:00,1764.92,1764.92,1736.72,1737.56,8.2773
2021-07-20 09:00:00,1737.56,1749.92,1720.0,1729.27,8.4953
2021-07-20 10:00:00,1729.27,1756.1,1723.1,1754.68,34.6867
2021-07-20 11:00:00,1754.68,1762.8,1745.42,1755.67,11.1089
2021-07-20 12:00:00,1755.67,1761.53,1747.0,1757.6,1.0572
2021-07-20 13:00:00,1757.6,1758.73,1736.3,1742.81,6.7062
2021-07-20 14:00:00,1742.81,1767.79,1738.85,1767.45,13.3808
2021-07-20 15:00:00,1767.45,1809.32,1764.26,1803.75,10.0477
2021-07-20 16:00:00,1803.75,1818.82,1779.75,1779.78,9.0485
2021-07-20 17:00:00,1779.78,1786.82,1776.64,1782.68,2.2305
2021-07-20 18:00:00,1782.68,1795.05,1780.88,1794.04,0.0783
2021-07-20 19:00:00,1794.04,1803.72,1785.82,1789.88,5.5235
